date,ceiling_amount_million_pkr,ceiling_institutions,floor_amount_million_pkr,floor_institutions
2009-08-13,2340,1,0,0
2009-08-21,0,0,6550,9
2009-08-28,0,0,12100,8
2009-08-31,11200,8,0,0
2009-09-04,2800,1,0,0
2009-09-09,0,0,900,1
2009-09-10,0,0,7200,2
2009-09-11,0,0,7350,4
2009-09-16,700,1,0,0
2009-09-18,10800,1,0,0
2009-09-19,0,0,13500,1
2009-09-24,0,0,11500,2
2009-09-25,0,0,12500,3
2009-09-26,10800,11,0,0
2009-09-28,5600,4,0,0
2009-09-29,28850,16,0,0
2009-09-30,54250,13,0,0
2009-10-02,0,0,6800,7
2009-10-09,0,0,2500,1
2009-10-13,1000,1,0,0
2009-10-16,8600,4,0,0
2009-10-23,0,0,2800,2
2009-10-29,0,0,800,1
2009-10-30,0,0,11150,5
2009-11-02,0,0,2500,1
2009-11-04,6050,2,0,0
2009-11-06,1250,1,0,0
2009-11-07,9200,5,0,0
2009-11-12,1850,1,0,0
2009-11-13,15350,8,0,0
2009-11-20,0,0,5200,3
2009-11-24,0,0,6100,1
2009-11-26,9300,3,0,0
2009-12-04,0,0,2150,3
2009-12-09,0,0,5000,1
2009-12-10,0,0,3700,3
2009-12-11,0,0,15050,13
2009-12-17,6600,5,0,0
2009-12-18,36350,15,0,0
2009-12-23,0,0,9450,5
2009-12-24,0,0,24350,16
2009-12-25,0,0,24350,16
2009-12-26,0,0,9800,3
2009-12-31,26200,6,0,0
2010-01-06,0,0,6000,1
2010-01-08,12750,9,0,0
2010-01-09,1050,2,0,0
2010-01-11,6650,3,0,0
2010-01-15,9400,3,0,0
2010-01-19,3800,1,0,0
2010-01-21,0,0,24750,9
2010-01-22,0,0,8850,10
2010-01-29,17850,6,0,0
2010-02-04,3050,1,0,0
2010-02-10,13700,8,0,0
2010-02-12,21150,7,0,0
2010-02-18,3800,1,0,0
2010-02-19,6700,5,0,0
2010-02-25,0,0,6000,1
2010-02-26,0,0,2100,1
2010-03-05,0,0,8850,6
2010-03-06,8300,8,0,0
2010-03-07,8300,8,0,0
2010-03-08,950,4,0,0
2010-03-09,13300,9,0,0
2010-03-12,15600,5,0,0
2010-03-18,5700,3,0,0
2010-03-19,18350,8,0,0
2010-03-22,0,0,6000,1
2010-03-24,0,0,5100,1
2010-03-25,0,0,1800,2
2010-03-26,0,0,12800,2
2010-03-30,0,0,11000,3
2010-04-01,0,0,19600,8
2010-04-02,0,0,21750,11
2010-04-09,1000,1,0,0
2010-04-13,4500,1,0,0
2010-04-15,15000,9,0,0
2010-04-16,29800,18,0,0
2010-04-22,0,0,11550,4
2010-04-23,0,0,20400,11
2010-04-24,0,0,20400,11
2010-04-29,0,0,3200,2
2010-04-30,0,0,81600,8
2010-05-05,10650,4,0,0
2010-05-06,65850,9,0,0
2010-05-07,0,0,16500,1
2010-05-11,0,0,7700,1
2010-05-13,0,0,2800,2
2010-05-19,2800,5,0,0
2010-05-20,37150,15,0,0
2010-05-27,4100,1,0,0
2010-05-31,1100,2,0,0
2010-06-03,0,0,7300,3
2010-06-07,0,0,5500,1
2010-06-09,4500,6,0,0
2010-06-10,27900,11,0,0
2010-06-16,11650,7,0,0
2010-06-17,77100,18,0,0
2010-06-23,0,0,7300,3
2010-06-24,0,0,26750,11
2010-06-25,0,0,24450,8
2010-06-28,0,0,49850,10
2010-06-30,0,0,23600,8
2010-07-01,0,0,23600,8
2010-07-02,0,0,13500,1
2010-07-08,2200,2,0,0
2010-07-15,36150,15,0,0
2010-07-22,16650,10,0,0
2010-07-29,800,1,0,0
2010-07-30,1100,1,0,0
2010-08-02,550,1,0,0
2010-08-03,21100,7,0,0
2010-08-04,0,0,3800,1
2010-08-09,0,0,8300,1
2010-08-10,0,0,5900,1
2010-08-11,8750,3,0,0
2010-08-12,8750,3,0,0
2010-08-18,0,0,500,1
2010-08-19,0,0,11800,4
2010-08-20,2000,1,0,0
2010-08-23,2600,3,0,0
2010-08-26,34400,9,0,0
2010-08-31,12350,7,0,0
2010-09-02,0,0,15450,12
2010-09-07,0,0,21000,1
2010-09-08,3500,1,12000,1
2010-09-14,0,0,4450,3
2010-09-15,0,0,25050,11
2010-09-16,0,0,16900,10
2010-09-20,0,0,1450,2
2010-09-22,0,0,17700,4
2010-09-23,0,0,52200,10
2010-09-24,0,0,19900,5
2010-09-27,0,0,29750,5
2010-09-28,0,0,31450,7
2010-09-29,0,0,41300,8
2010-09-30,0,0,46300,7
2010-10-01,0,0,800,1
2010-10-04,0,0,2400,1
2010-10-06,0,0,7000,1
2010-10-08,0,0,5000,1
2010-10-13,0,0,12500,4
2010-10-14,0,0,11300,5
2010-10-15,0,0,6000,1
2010-10-18,3750,2,0,0
2010-10-19,0,0,6500,2
2010-10-20,0,0,8150,4
2010-10-21,0,0,7450,7
2010-10-28,22650,7,0,0
2010-10-29,0,0,1600,1
2010-11-01,0,0,23950,8
2010-11-02,0,0,3000,1
2010-11-04,600,1,0,0
2010-11-05,0,0,4900,2
2010-11-10,0,0,8000,1
2010-11-11,0,0,4600,1
2010-11-15,9800,9,0,0
2010-11-16,0,0,16400,7
2010-11-25,0,0,12000,6
2010-11-29,2050,1,0,0
2010-12-02,0,0,8100,2
2010-12-08,500,1,0,0
2010-12-09,13000,1,0,0
2010-12-10,0,0,1000,1
2010-12-13,0,0,13100,7
2010-12-14,0,0,11500,4
2010-12-15,0,0,13450,9
2010-12-20,4300,2,0,0
2010-12-23,6100,6,9600,1
2010-12-24,0,0,10000,1
2010-12-30,0,0,9250,6
2010-12-31,14300,3,0,0
2011-01-06,8850,6,0,0
2011-01-07,0,0,6000,1
2011-01-11,0,0,1650,1
2011-01-12,0,0,3450,1
2011-01-13,0,0,6700,1
2011-01-14,5500,1,0,0
2011-01-20,0,0,6550,7
2011-01-27,17100,2,0,0
2011-02-01,0,0,6500,2
2011-02-02,0,0,13500,2
2011-02-03,0,0,17550,7
2011-02-09,0,0,1000,1
2011-02-10,17050,12,0,0
2011-02-15,0,0,800,1
2011-02-17,28050,10,0,0
2011-02-23,2500,1,0,0
2011-02-24,20550,5,0,0
2011-03-03,5500,1,1700,1
2011-03-10,6700,8,0,0
2011-03-17,49000,13,0,0
2011-03-18,9400,3,0,0
2011-03-19,6000,3,0,0
2011-03-24,68250,20,0,0
2011-03-26,3200,3,0,0
2011-03-30,10600,8,0,0
2011-03-31,24700,3,0,0
2011-04-04,6000,1,0,0
2011-04-05,11500,1,0,0
2011-04-06,5000,1,0,0
2011-04-07,0,0,6500,1
2011-04-13,0,0,11050,5
2011-04-14,0,0,25050,7
2011-04-20,9850,6,0,0
2011-04-21,10900,4,0,0
2011-04-22,0,0,18600,4
2011-04-23,0,0,18100,5
2011-04-25,0,0,11650,3
2011-04-26,0,0,800,1
2011-04-27,0,0,4300,5
2011-04-28,0,0,3600,2
2011-05-02,10000,1,0,0
2011-05-03,0,0,82300,6
2011-05-04,0,0,44400,13
2011-05-05,0,0,3700,1
2011-05-11,0,0,4100,2
2011-05-12,0,0,1900,3
2011-05-16,11000,8,0,0
2011-05-19,35300,13,0,0
2011-05-26,14900,9,0,0
2011-05-30,750,1,0,0
2011-06-01,0,0,5000,1
2011-06-02,0,0,31800,5
2011-06-04,0,0,7500,1
2011-06-09,11000,1,0,0
2011-06-11,0,0,9200,5
2011-06-14,0,0,5700,5
2011-06-15,0,0,27200,1
2011-06-16,10900,5,0,0
2011-06-22,0,0,8900,3
2011-06-23,0,0,32950,15
2011-06-27,0,0,21350,6
2011-06-28,100,1,23350,9
2011-06-29,0,0,54850,14
2011-06-30,51900,11,0,0
2011-07-05,7700,2,0,0
2011-07-06,13650,10,0,0
2011-07-07,73000,13,0,0
2011-07-08,13300,6,0,0
2011-07-09,14250,5,0,0
2011-07-11,3000,2,0,0
2011-07-12,1350,1,0,0
2011-07-14,62900,16,0,0
2011-07-18,12300,9,0,0
2011-07-21,20700,11,0,0
2011-07-22,11450,3,0,0
2011-07-23,9500,1,0,0
2011-07-28,36900,13,0,0
2011-08-01,1700,1,0,0
2011-08-03,7000,3,0,0
2011-08-04,26000,11,0,0
2011-08-08,0,0,2000,1
2011-08-09,0,0,5550,4
2011-08-10,0,0,10200,5
2011-08-11,53600,12,0,0
2011-08-12,14750,10,0,0
2011-08-13,27150,7,0,0
2011-08-15,1600,2,0,0
2011-08-17,0,0,3000,1
2011-08-18,9600,4,0,0
2011-08-19,50,1,0,0
2011-08-22,1150,2,0,0
2011-08-23,7200,6,0,0
2011-08-24,7550,5,0,0
2011-08-25,44000,10,0,0
2011-08-26,0,0,16000,2
2011-08-27,0,0,17600,3
2011-08-29,24700,5,0,0
2011-08-30,8750,7,0,0
2011-09-05,7600,5,0,0
2011-09-06,16600,8,0,0
2011-09-07,15750,6,0,0
2011-09-08,14900,7,0,0
2011-09-13,6200,3,0,0
2011-09-15,20850,7,0,0
2011-09-21,0,0,1900,2
2011-09-22,21450,5,0,0
2011-09-24,3200,1,0,0
2011-09-26,3600,4,0,0
2011-09-27,11050,5,0,0
2011-09-28,10600,4,0,0
2011-09-29,15250,5,0,0
2011-09-30,54100,9,0,0
2011-10-01,18850,2,0,0
2011-10-03,32900,9,0,0
2011-10-06,21350,9,0,0
2011-10-07,27450,12,0,0
2011-10-08,22450,7,0,0
2011-10-10,38500,8,0,0
2011-10-11,51900,11,0,0
2011-10-12,52850,14,0,0
2011-10-13,80950,15,0,0
2011-10-19,7250,6,0,0
2011-10-20,0,0,39450,10
2011-10-21,15300,1,0,0
2011-10-25,0,0,2800,2
2011-10-26,0,0,2900,3
2011-10-27,4000,1,0,0
2011-11-02,1000,1,0,0
2011-11-03,116700,21,0,0
2011-11-04,10600,5,0,0
2011-11-10,35950,13,0,0
2011-11-15,0,0,750,1
2011-11-16,0,0,35550,11
2011-11-17,0,0,16300,4
2011-11-18,3500,1,0,0
2011-11-22,2500,1,0,0
2011-11-23,7100,5,0,0
2011-11-24,25150,8,0,0
2011-11-25,550,1,0,0
2011-12-01,2550,1,0,0
2011-12-07,48850,11,0,0
2011-12-08,62750,14,0,0
2011-12-12,0,0,5300,4
2011-12-13,0,0,10900,7
2011-12-14,0,0,7450,2
2011-12-15,0,0,95600,18
2011-12-16,0,0,2500,1
2011-12-22,7150,9,0,0
2011-12-23,0,0,3000,1
2011-12-26,6800,2,0,0
2011-12-27,0,0,5100,2
2011-12-28,0,0,26400,11
2011-12-29,0,0,92850,20
2012-01-03,0,0,51950,4
2012-01-04,0,0,57500,14
2012-01-05,0,0,58550,16
2012-01-06,3450,2,0,0
2012-01-09,6750,6,0,0
2012-01-11,800,1,0,0
2012-01-12,40400,6,0,0
2012-01-16,0,0,6200,1
2012-01-18,1700,1,0,0
2012-01-19,2800,1,0,0
2012-01-23,0,0,1800,1
2012-01-25,0,0,5500,5
2012-01-26,29750,13,0,0
2012-01-31,15950,8,0,0
2012-02-01,4150,3,0,0
2012-02-02,22100,8,0,0
2012-02-06,1800,2,0,0
2012-02-08,650,1,0,0
2012-02-09,39600,13,0,0
2012-02-16,25150,5,0,0
2012-02-23,0,0,51400,11
2012-02-29,14100,4,0,0
2012-03-05,8600,4,0,0
2012-03-06,13250,5,0,0
2012-03-07,4450,4,0,0
2012-03-08,111450,15,0,0
2012-03-12,0,0,5800,2
2012-03-13,0,0,6200,6
2012-03-14,0,0,9700,5
2012-03-15,0,0,8350,6
2012-03-16,17050,9,0,0
2012-03-19,23150,10,0,0
2012-03-20,5500,3,0,0
2012-03-22,0,0,70100,16
2012-03-26,4700,2,0,0
2012-03-27,9600,2,0,0
2012-03-29,0,0,1950,2
2012-03-30,69600,9,0,0
2012-04-02,1500,1,5500,1
2012-04-03,0,0,12000,1
2012-04-04,0,0,12300,4
2012-04-05,0,0,29450,10
2012-04-09,3500,1,0,0
2012-04-12,1300,1,0,0
2012-04-16,2500,1,0,0
2012-04-17,2100,2,0,0
2012-04-18,8250,2,0,0
2012-04-19,30150,7,0,0
2012-04-24,7500,1,0,0
2012-04-25,6000,1,0,0
2012-04-26,8600,4,0,0
2012-04-30,27500,3,0,0
2012-05-03,0,0,31850,9
2012-05-08,17800,2,0,0
2012-05-09,0,0,10000,1
2012-05-10,14100,2,0,0
2012-05-11,15650,6,0,0
2012-05-14,24050,7,0,0
2012-05-15,15550,6,0,0
2012-05-16,35100,10,0,0
2012-05-17,132000,20,0,0
2012-05-18,5500,1,0,0
2012-05-22,0,0,4250,3
2012-05-23,0,0,12500,6
2012-05-24,0,0,28500,9
2012-05-30,1600,2,0,0
2012-05-31,45400,14,0,0
2012-06-07,67100,13,0,0
2012-06-12,12050,4,0,0
2012-06-13,0,0,1600,1
2012-06-14,0,0,17650,2
2012-06-15,17250,3,0,0
2012-06-18,15950,7,0,0
2012-06-21,25150,5,0,0
2012-06-27,0,0,26000,9
2012-06-28,0,0,35950,11
2012-06-29,36500,10,0,0
2012-06-30,0,0,12500,1
2012-07-03,0,0,13400,2
2012-07-04,0,0,22100,8
2012-07-05,0,0,2250,1
2012-07-06,13700,7,0,0
2012-07-10,8250,6,0,0
2012-07-11,33450,10,0,0
2012-07-12,138750,14,0,0
2012-07-16,14500,1,0,0
2012-07-17,25500,1,0,0
2012-07-18,21250,3,0,0
2012-07-19,91900,11,0,0
2012-07-24,9700,2,0,0
2012-07-25,12350,6,0,0
2012-07-26,141900,18,0,0
2012-07-27,6300,3,0,0
2012-07-31,2500,1,0,0
2012-08-02,0,0,14850,5
2012-08-06,5400,4,0,0
2012-08-09,54250,15,0,0
2012-08-10,49000,13,0,0
2012-08-13,18450,12,0,0
2012-08-16,10550,7,0,0
2012-08-17,9150,8,0,0
2012-08-23,21150,3,0,0
2012-08-27,0,0,8050,4
2012-08-28,0,0,35250,13
2012-08-29,0,0,60750,18
2012-08-30,0,0,68250,17
2012-08-31,35100,12,0,0
2012-09-06,86900,13,0,0
2012-09-11,1000,1,0,0
2012-09-12,12900,5,0,0
2012-09-13,43200,15,0,0
2012-09-14,0,0,5600,2
2012-09-17,0,0,5850,3
2012-09-18,17350,8,0,0
2012-09-19,0,0,3500,3
2012-09-20,55050,9,0,0
2012-09-25,12150,6,0,0
2012-09-26,18200,9,0,0
2012-09-27,50300,13,0,0
2012-09-28,2550,2,0,0
2012-09-30,13000,1,0,0
2012-10-01,0,0,34700,11
2012-10-02,0,0,33000,9
2012-10-03,0,0,42200,9
2012-10-04,0,0,82950,11
2012-10-05,57050,10,0,0
2012-10-11,15500,4,0,0
2012-10-19,67700,3,0,0
2012-10-22,95250,7,0,0
2012-10-23,0,0,12200,5
2012-10-24,0,0,56400,11
2012-10-25,0,0,21450,11
2012-11-05,0,0,3500,1
2012-11-06,0,0,12900,3
2012-11-07,0,0,15150,4
2012-11-08,25400,8,0,0
2012-11-15,8700,3,0,0
2012-11-20,2500,2,0,0
2012-11-22,1700,2,0,0
2012-12-03,0,0,5100,3
2012-12-04,0,0,1600,1
2012-12-06,33550,5,0,0
2012-12-17,4000,1,0,0
2012-12-18,30900,10,0,0
2012-12-19,31400,13,0,0
2012-12-20,83300,11,0,0
2012-12-21,67000,2,0,0
2012-12-28,0,0,10000,3
2013-01-02,0,0,55650,9
2013-01-10,14200,5,0,0
2013-01-14,20000,1,0,0
2013-01-15,35000,1,0,0
2013-01-16,23150,4,0,0
2013-01-17,32100,4,0,0
2013-01-24,5500,3,0,0
2013-01-30,8500,1,0,0
2013-01-31,0,0,15700,9
2013-02-14,0,0,4400,1
2013-02-28,17650,7,0,0
2013-03-13,0,0,7550,3
2013-03-14,0,0,38300,14
2013-03-22,26200,3,0,0
2013-03-25,2250,1,0,0
2013-03-26,27000,8,0,0
2013-03-27,55650,6,0,0
2013-03-28,58500,10,0,0
2013-03-29,22000,3,0,0
2013-04-04,5000,1,0,0
2013-04-05,49200,6,0,0
2013-04-08,52650,6,0,0
2013-04-09,85800,7,0,0
2013-04-10,64400,8,0,0
2013-04-11,100050,7,0,0
2013-04-15,6500,1,0,0
2013-04-19,6100,3,0,0
2013-04-22,3650,2,0,0
2013-04-23,650,1,0,0
2013-04-24,650,1,0,0
2013-04-25,30050,2,0,0
2013-04-26,35000,1,0,0
2013-05-07,0,0,19800,2
2013-05-08,0,0,13950,4
2013-05-09,2050,2,0,0
2013-05-16,84850,7,0,0
2013-05-17,61150,6,0,0
2013-05-20,58750,7,0,0
2013-05-21,12600,5,0,0
2013-05-22,31900,4,0,0
2013-05-23,171150,11,0,0
2013-05-24,16500,1,0,0
2013-05-31,24300,2,0,0
2013-06-04,0,0,2200,1
2013-06-06,13100,2,0,0
2013-06-13,40050,4,0,0
2013-06-14,43100,2,0,0
2013-06-17,0,0,19300,1
2013-06-20,3200,1,0,0
2013-06-21,3500,1,0,0
2013-06-24,14500,2,0,0
2013-07-04,75000,1,0,0
2013-07-09,35000,1,0,0
2013-07-10,40400,4,0,0
2013-07-17,0,0,29900,8
2013-07-18,6950,2,0,0
2013-07-19,5700,3,0,0
2013-07-26,0,0,15500,1
2013-07-31,8250,2,0,0
2013-08-01,0,0,9850,5
2013-08-05,4000,1,0,0
2013-08-06,20550,6,0,0
2013-08-13,0,0,2750,2
2013-08-15,0,0,25400,3
2013-08-23,7000,1,0,0
2013-08-29,0,0,16500,10
2013-09-05,0,0,50150,8
2013-09-06,0,0,192050,18
2013-09-09,0,0,12450,5
2013-09-10,0,0,26450,7
2013-09-12,0,0,33300,10
2013-09-23,0,0,400,1
2013-09-26,1800,1,4300,1
2013-09-30,45900,13,0,0
2013-10-04,26000,1,0,0
2013-10-08,19100,6,0,0
2013-10-09,25750,5,0,0
2013-10-10,145700,9,0,0
2013-10-21,111150,14,0,0
2013-10-24,0,0,22000,10
2013-11-01,0,0,4850,3
2013-11-18,0,0,28500,8
2013-11-19,0,0,7200,1
2013-11-20,0,0,31850,4
2013-11-21,0,0,105400,12
2013-11-28,160350,16,0,0
2013-11-29,67900,12,0,0
2013-12-02,61100,7,0,0
2013-12-03,35850,6,0,0
2013-12-04,37450,6,0,0
2013-12-05,74950,9,0,0
2013-12-16,32050,5,0,0
2013-12-18,13200,2,0,0
2013-12-19,100550,7,0,0
2013-12-30,35950,3,0,0
2013-12-31,30550,3,0,0
2014-01-02,0,0,34000,1
2014-01-06,14450,4,0,0
2014-01-07,20000,1,0,0
2014-01-08,3150,1,0,0
2014-01-09,5000,1,0,0
2014-01-16,15500,1,0,0
2014-01-23,87450,10,0,0
2014-01-24,18500,2,0,0
2014-01-27,7000,1,0,0
2014-01-28,11700,1,0,0
2014-01-30,184150,9,0,0
2014-01-31,22200,2,0,0
2014-02-04,19000,1,0,0
2014-02-07,3200,1,0,0
2014-02-13,0,0,52450,12
2014-02-14,9300,1,0,0
2014-02-17,28300,3,0,0
2014-02-18,6400,2,0,0
2014-02-19,500,1,0,0
2014-02-21,0,0,54950,10
2014-02-26,0,0,8600,3
2014-02-27,0,0,87800,5
2014-02-28,240300,17,0,0
2014-03-10,38700,3,0,0
2014-03-11,12000,1,0,0
2014-03-13,38050,1,0,0
2014-03-18,2850,2,0,0
2014-03-19,4000,1,0,0
2014-03-21,0,0,2100,1
2014-03-27,380550,23,0,0
2014-03-28,251650,12,0,0
2014-03-31,135200,11,0,0
2014-04-01,4700,2,0,0
2014-04-02,13400,4,0,0
2014-04-03,29000,1,0,0
2014-04-04,29000,1,0,0
2014-04-08,26500,1,0,0
2014-04-09,4400,3,0,0
2014-04-10,30850,3,0,0
2014-04-23,0,0,8000,1
2014-04-24,285200,17,0,0
2014-05-02,163700,7,0,0
2014-05-07,0,0,17100,4
2014-05-08,0,0,63250,10
2014-05-12,4950,1,0,0
2014-05-16,10250,2,0,0
2014-05-19,20400,2,0,0
2014-05-21,106000,2,0,0
2014-05-22,414200,12,0,0
2014-05-23,70500,4,0,0
2014-05-30,1000,1,0,0
2014-06-02,0,0,16700,4
2014-06-03,0,0,28050,5
2014-06-04,0,0,1100,1
2014-06-05,0,0,4600,2
2014-06-06,12300,3,0,0
2014-06-17,0,0,10100,1
2014-06-18,0,0,3200,1
2014-06-19,70850,5,6500,1
2014-06-24,0,0,2800,1
2014-06-25,0,0,7400,1
2014-06-26,0,0,39250,8
2014-06-30,0,0,17500,4
2014-07-03,8500,4,0,0
2014-07-04,2000,1,0,0
2014-07-10,18350,3,0,0
2014-07-17,134150,11,0,0
2014-07-23,0,0,33000,1
2014-07-24,0,0,15150,3
2014-07-25,17400,2,0,0
2014-07-28,10000,4,0,0
2014-08-11,7850,2,0,0
2014-08-12,10000,5,0,0
2014-08-13,85200,14,0,0
2014-08-15,17000,1,0,0
2014-08-26,17900,4,0,0
2014-08-28,0,0,45000,7
2014-09-04,10000,1,0,0
2014-09-11,36750,4,0,0
2014-09-12,47950,6,0,0
2014-09-15,59550,7,0,0
2014-09-16,90950,11,0,0
2014-09-17,80200,12,0,0
2014-09-18,14500,3,0,0
2014-09-25,0,0,70300,6
2014-09-26,4050,1,0,0
2014-09-29,6000,1,0,0
2014-09-30,15000,1,0,0
2014-10-03,26900,6,0,0
2014-10-09,190650,16,0,0
2014-10-17,0,0,8000,2
2014-10-20,0,0,34950,5
2014-10-21,0,0,98950,8
2014-10-22,0,0,81300,7
2014-10-23,0,0,91750,8
2014-10-31,27100,3,0,0
2014-11-06,72500,11,0,0
2014-11-07,5250,1,0,0
2014-11-10,5250,1,0,0
2014-11-11,6550,2,0,0
2014-11-13,78050,7,0,0
2014-11-17,3300,2,0,0
2014-11-18,3250,1,0,0
2014-11-19,19500,4,0,0
2014-11-20,146100,16,0,0
2014-11-28,3950,1,0,0
2014-12-01,3000,1,0,0
2014-12-02,17550,4,0,0
2014-12-04,0,0,1400,1
2014-12-12,7000,2,0,0
2014-12-15,7000,1,0,0
2014-12-17,4800,1,0,0
2014-12-18,208100,14,0,0
2014-12-26,6000,1,0,0
2014-12-29,0,0,4300,2
2014-12-30,0,0,48700,3
2014-12-31,328600,23,0,0
2015-01-05,10900,3,0,0
2015-01-06,44550,3,0,0
2015-01-07,41450,2,0,0
2015-01-08,120450,6,0,0
2015-01-12,4300,1,0,0
2015-01-13,12000,1,0,0
2015-01-15,0,0,7250,2
2015-01-23,41050,6,0,0
2015-01-26,15750,5,0,0
2015-01-27,21550,3,0,0
2015-01-28,2600,2,0,0
2015-02-06,47600,4,0,0
2015-02-10,0,0,18500,2
2015-02-11,0,0,36450,8
2015-02-12,150,1,0,0
2015-02-19,15000,1,0,0
2015-02-23,10200,3,0,0
2015-02-26,1500,1,8300,4
2015-03-19,18500,2,0,0
2015-03-26,18400,5,0,0
2015-03-31,105600,5,0,0
2015-04-02,43300,2,0,0
2015-04-09,0,0,3700,3
2015-04-17,95750,2,0,0
2015-04-22,0,0,83550,9
2015-04-23,600,1,0,0
2015-05-05,6250,2,0,0
2015-05-06,14200,1,0,0
2015-05-07,7750,4,0,0
2015-05-08,4000,1,0,0
2015-05-21,11550,4,0,0
2015-06-04,0,0,3900,2
2015-06-16,0,0,32000,1
2015-06-17,0,0,3000,1
2015-06-18,9650,4,0,0
2015-06-29,75850,10,0,0
2015-06-30,33350,8,0,0
2015-07-02,39350,3,0,0
2015-07-08,33000,3,0,0
2015-07-09,106150,10,0,0
2015-07-14,1500,1,0,0
2015-07-15,16050,3,0,0
2015-07-16,11300,1,0,0
2015-07-23,21500,1,0,0
2015-07-27,16000,1,0,0
2015-07-30,0,0,6400,4
2015-08-06,100900,11,0,0
2015-08-13,0,0,1000,1
2015-08-27,3900,1,0,0
2015-08-31,32500,5,0,0
2015-09-10,17350,4,0,0
2015-09-11,150,1,0,0
2015-09-15,7000,1,0,0
2015-09-21,0,0,38550,3
2015-09-22,0,0,41250,6
2015-09-23,0,0,2050,2
2015-09-30,515500,10,0,0
2015-10-01,49000,2,0,0
2015-10-02,23000,1,0,0
2015-10-05,29000,1,0,0
2015-10-06,38000,1,0,0
2015-10-07,29000,1,0,0
2015-10-08,20600,10,0,0
2015-10-19,15500,1,0,0
2015-10-22,0,0,7700,1
2015-11-05,0,0,2000,1
2015-11-12,63000,1,0,0
2015-11-19,13600,6,0,0
2015-12-03,5800,1,0,0
2015-12-07,500,1,0,0
2015-12-08,12000,1,0,0
2015-12-09,20000,1,0,0
2015-12-17,20000,1,0,0
2015-12-28,10000,1,0,0
2015-12-30,0,0,61650,3
2015-12-31,229800,12,0,0
2016-01-04,2850,2,0,0
2016-01-05,25000,1,0,0
2016-01-06,45600,2,0,0
2016-01-14,4100,2,0,0
2016-01-15,17000,1,0,0
2016-01-28,27050,5,0,0
2016-02-03,19000,1,0,0
2016-02-08,39400,5,0,0
2016-02-11,0,0,13700,2
2016-02-15,14000,2,0,0
2016-02-17,23800,3,0,0
2016-02-25,0,0,4650,5
2016-03-08,0,0,16800,3
